"interElementDistance [mm]","Freq [GHz]","cang_deg(St(port2_T1,port1_T1)) [deg]"
40,10.036,-206.217611871679
40,10.037,-206.6184393129
40,10.038,-207.018715433428
40,10.039,-207.418425606264
40,10.04,-207.817555334811
40,10.041,-208.216090256823
40,10.042,-208.614016148248
40,10.043,-209.011318926977
40,10.044,-209.407984656478
40,10.045,-209.803999549332
40,10.046,-210.199349970657
40,10.047,-210.594022441428
40,10.048,-210.988003641674
40,10.049,-211.381280413575
40,10.05,-211.773839764443
50,9.95,74.961624684654
50,9.951,74.5536860684684
50,9.952,74.1450946625986
50,9.953,73.7358620602418
50,9.954,73.3260000528507
50,9.955,72.9155206284636
50,9.956,72.5044359699112
50,9.957,72.0927584528902
50,9.958,71.6805006439176
50,9.959,71.2676752981561
50,9.96,70.8542953571103
50,9.961,70.4403739462
50,9.962,70.0259243722056
50,9.963,69.6109601205864
50,9.964,69.1954948526769
50,9.965,68.7795424027546
50,9.966,68.3631167749896
50,9.967,67.9462321402638
50,9.968,67.5289028328757
50,9.969,67.1111433471226
50,9.97,66.6929683337621
50,9.971,66.2743925963609
50,9.972,65.8554310875238
50,9.973,65.4360989050134
50,9.974,65.0164112877562
50,9.975,64.5963836117402
50,9.976,64.1760313858087
50,9.977,63.7553702473448
50,9.978,63.3344159578607
50,9.979,62.9131843984844
50,9.98,62.4916915653528
50,9.981,62.0699535649134
50,9.982,61.6479866091354
50,9.983,61.225807010635
50,9.984,60.8034311777212
50,9.985,60.3808756093603
50,9.986,59.9581568900686
50,9.987,59.5352916847304
50,9.988,59.112296733354
50,9.989,58.6891888457606
50,9.99,58.2659848962176
50,9.991,57.842701818017
50,9.992,57.4193565980021
50,9.993,56.9959662710516
50,9.994,56.5725479145201
50,9.995,56.1491186426431
50,9.996,55.7256956009118
50,9.997,55.3022959604167
50,9.998,54.8789369121726
50,9.999,54.4556356614239
50,10,54.0324094219381
50,10.001,53.6092754102892
50,10.002,53.1862508401396
50,10.003,52.7633529165232
50,10.004,52.3405988301327
50,10.005,51.9180057516211
50,10.006,51.4955908259168
50,10.007,51.0733711665594
50,10.008,50.6513638500602
50,10.009,50.2295859102974
50,10.01,49.8080543329367
50,10.011,49.3867860498996
50,10.012,48.965797933875
50,10.013,48.5451067928689
50,10.014,48.1247293648198
50,10.015,47.7046823122634
